#HQF Attribute Mapping Table,,,,,,,,
#Affecting Attribute,Affecting Type,Affecting ID,Affected Attribute,Affected Type,Affected ID,Stack Nerf,Per Level,Description

# SKILL MAPPING ATTRIBUTES,,,,,,,,
# DRONES,,,,,,,,
#,1,24613,,,,0,1,Advanced Drone Interfacing
#,1,12484,,,,0,1,Amarr Drone Specialization
#,1,12487,,,,0,1,Caldari Drone Specialization
#,1,24241,,,,0,1,Combat Drone Operation
#,1,23618,,,,0,1,Drone Durability
#,1,3442,,,,0,1,Drone Interfacing
#,1,12305,,,,0,1,Drone Navigation
#,1,23606,,,,0,1,Drone Sharpshooting
#,1,3436,,,,0,1,Drones
#,1,23566,,,,0,1,Electronic Warfare Drone Interfacing
#,1,23069,,,,0,1,Fighters
#,1,12486,,,,0,1,Gallente Drone Specialization
#,1,3441,,,,0,1,Heavy Drone Operation
#,1,3438,,,,0,1,Mining Drone Operation
#,1,12485,,,,0,1,Minmatar Drone Operation
#,1,3439,,,,0,1,Repair Drone Operation
#,1,3437,,,,0,1,Scout Drone Operation
#,1,23594,,,,0,1,Sentry Drone Interfacing
# ELECTRONICS,,,,,,,,
#,1,11579,,,,0,1,Cloaking
#,1,21603,,,,0,1,Cynosural Field Theory
#,1,3427,,,,0,1,Electronic Warfare
#,1,25863,,,,0,1,Salvaging
#,1,26261,,,,0,1,Shield Rigging
#,1,27906,,,,0,1,Tactical Logistics Reconfiguration
#,1,22809,,,,0,1,Thermic Armor Compensation
# MISSILE LAUNCHER OPERATION,,,,,,,,
#,1,28073,,,,0,1,Bomb Deployment
#,1,21668,,,,0,1,Citadel Torpedoes
#,1,20212,,,,0,1,Cruise Missile Specialization
#,1,3326,,,,0,1,Cruise Missiles
#,1,3323,,,,0,1,Defender Missiles
#,1,3322,,,,0,1,FoF Missiles
#,1,20312,,,,0,1,Guided Missile Precision
#,1,25718,,,,0,1,Heavy Assault Missile Specialization
#,1,25719,,,,0,1,Heavy Assault Missiles
#,1,20211,,,,0,1,Heavy Missile Specialization
#,1,3324,,,,0,1,Heavy Missiles
#,1,12441,,,,0,1,Missile Bombardment
#,1,3319,,,,0,1,Missile Launcher Operation
#,1,12442,,,,0,1,Missile Projection
#,1,21071,,,,0,1,Rapid Launch
#,1,20209,,,,0,1,Rocket Specialization
#,1,3320,,,,0,1,Rockets
#,1,20210,,,,0,1,Standard Missile Specialization
#,1,3321,,,,0,1,Standard Missiles
#,1,20314,,,,0,1,Target Navigation Prediction
#,1,20213,,,,0,1,Torpedo Specialization
#,1,3325,,,,0,1,Torpedoes
#,1,20315,,,,0,1,Warhead Upgrades
# NAVIGATION,,,,,,,,
#,1,3452,,,,0,1,Acceleration Control
#,1,3450,,,,0,1,Afterburner
151,1,3453,70,0,0,0,1,Evasive Maneuvering
#,1,3451,,,,0,1,Fuel Conservation
#,1,3454,,,,0,1,High Speed Maneuvering
#,1,21611,,,,0,1,Jump Drive Calibration
#,1,3456,,,,0,1,Jump Drive Operation
#,1,21610,,,,0,1,Jump Fuel Conservation
315,1,3449,37,0,0,0,1,Navigation
#,1,3455,,,,0,1,Warp Drive Operation
# SCIENCE,,,,,,,,
#,1,13278,,,,0,1,Archaeology
#,1,3410,,,,0,1,Astrogeology
#,1,25810,,,,0,1,Astrometric Pinpointing
#,1,25811,,,,0,1,Astrometric Triangulation
#,1,3412,,,,0,1,Astrometrics
#,1,24606,,,,0,1,Cloning Facility Operation
#,1,24563,,,,0,1,Doomsday Operation
#,1,21718,,,,0,1,Hacking
#,1,24562,,,,0,1,Jump Portal Generation
#,1,25739,,,,0,1,Signal Acquisition
#,1,28164,,,,0,1,Thermodynamics
# SPACESHIP COMMAND,,,,,,,,
151,1,20342,70,2,547,0,1,Advanced Spaceship Command
#,1,3339,,,,0,1,Amarr Battleship
#,1,24311,,,,0,1,Amarr Carrier
#,1,3335,,,,0,1,Amarr Cruiser
#,1,20525,,,,0,1,Amarr Dreadnought
#,1,20524,,,,0,1,Amarr Freighter
#,1,3331,,,,0,1,Amarr Frigate
#,1,3343,,,,0,1,Amarr Industrial
#,1,3347,,,,0,1,Amarr Titan
#,1,12095,,,,0,1,Assault Ships
#,1,12099,,,,0,1,Battlecruisers
#,1,28656,,,,0,1,Black Ops
#,1,3338,,,,0,1,Caldari Battleship
#,1,24312,,,,0,1,Caldari Carrier
#,1,3334,,,,0,1,Caldari Cruiser
#,1,20530,,,,0,1,Caldari Dreadnought
#,1,20526,,,,0,1,Caldari Freighter
#,1,3330,,,,0,1,Caldari Frigate
#,1,3342,,,,0,1,Caldari Industrial
#,1,3346,,,,0,1,Caldari Titan
#,1,28374,,,,0,1,Capital Industrial Ships
151,1,20533,70,2,547,0,1,Capital Ships
#,1,23950,,,,0,1,Command Ships
#,1,12093,,,,0,1,Covert Ops
#,1,12097,,,,0,1,Destroyers
#,1,28615,,,,0,1,Electronic Attack Ships
#,1,22551,,,,0,1,Exhumers
#,1,3336,,,,0,1,Gallente Battleship
#,1,24313,,,,0,1,Gallente Carrier
#,1,3332,,,,0,1,Gallente Cruiser
#,1,20531,,,,0,1,Gallente Dreadnought
#,1,20527,,,,0,1,Gallente Freighter
#,1,3328,,,,0,1,Gallente Frigate
#,1,3340,,,,0,1,Gallente Industrial
#,1,3344,,,,0,1,Gallente Titan
#,1,16591,,,,0,1,Heavy Assault Ships
#,1,28609,,,,0,1,Heavy Interdictors
#,1,12092,,,,0,1,Interceptors
#,1,12098,,,,0,1,Interdictors
#,1,29029,,,,0,1,Jump Freighters
#,1,12096,,,,0,1,Logistics
#,1,28667,,,,0,1,Marauders
#,1,17940,,,,0,1,Mining Barge
#,1,3337,,,,0,1,Minmatar Battleship
#,1,24314,,,,0,1,Minmatar Carrier
#,1,3333,,,,0,1,Minmatar Cruiser
#,1,20532,,,,0,1,Minmatar Dreadnought
#,1,20528,,,,0,1,Minmatar Freighter
#,1,3329,,,,0,1,Minmatar Frigate
#,1,3341,,,,0,1,Minmatar Industrial
#,1,3345,,,,0,1,Minmatar Titan
#,1,22761,,,,0,1,Recon Ship
151,1,3327,70,0,0,0,1,Spaceship Command
#,1,19719,,,,0,1,Transport Ships

# MODULE TO SHIP MAPPING ATTRIBUTES,,,,,,,,

50,0,0,49,0,0,0,0,CPU -> CPU_Used
30,0,0,15,0,0,0,0,PG -> PG_Used
1153,0,0,1154,0,0,0,0,Cal -> Cal-Used
